usx_job_id,usx_folder,position_type,home_time,placemark_name,domicile_raw,job_title_tag,solo_team,area,acct,region,orientation_site,company,sign_on_bonus_usd,weekly_pay_min_usd,weekly_pay_max_usd,cpm_min_usd,cpm_max_usd,lane_polygon_centroid_lat,lane_polygon_centroid_lng,description_full
USX-0066,Owner Operator-Dedicated,Owner Op Dedicated,varies,FD Front Royal VA,FD Front Royal ORIENTATION SITE: Closest Site (NO DALLAS) Updated 3.10.25,,Solo,Regional,Dedicated,All,,,,,,,,37.942579,-78.532643,"Independent Contractors

🔴 Key Requirements
• Patience & strong customer service skills are essential for this role
• Physical ability for live unloads.
• A double endorsement is preferred, but not required
•Must have 6 months of experience in the last 3 years
• NC residents: must carry workers’ compensation insurance. USX can facilitate this insurance coverage on the contractor’s behalf with a private insurer.
• Contractor brings gear to orientation; immediate route assignment provided
• Homeward redirection available if gear is left behind

🔴 Restrictions
• Contractors do not receive orientation pay
• NO-CA, NY, IL, NJ, CT, WA, OR, MA, MD, PA

🔴 Dedicated Account Details
• Training: 1 week ride along with current driver at $150 per day – deferral offered
• Home Time: Contractors will get a full 34 hour reset based on the needs of the customer, delivery days, and market.
• Freight: 100% touch freight, live unload at FD stores. Each load is multi stop and can have as many as 5 stops per trailer. Backhauls required if assigned to load.
• Running Area: VA, NC, DC, PA, NH, OH, WV all within 700 miles of the Front Royal, VA DC
• Mileage: average 1200-1300 miles weekly and pull 3 loads per week

🔴 Pay
• Average weekly | annually: $3,000 weekly | $156,000 annually
• Additional Pay: $275 unload pay. $30 backhaul.

$1.44 per mile + fuel surcharge
$275 unload pay
$30 backhaul

🔴 Truck & Lease Info
• No money down | No credit check | Walkaway lease

• Current fleet mix is:
o 2022–2027 Freightliners
o 2022–2024 Kenworths
o 2026-2027 Kenworths
o 2025–2027 Volvos
o 2022-2023 trucks offer a mix of tractors with or without APUs. All 2024-2027 trucks do not have APUs.
• Lease terms: 2-5 years
• Up to 600,000 miles in maintenance coverage, subject to exclusions.
• ATBS Pre-Fund Call Required for contractors who choose the mileage contract
• Be prepared with current monthly expenses to build a cash-flow plan tailored to your business.
O Truck Pricing Summary: https://tinyurl.com/yyemactj
🔴 Costs
• Bobtail Coverage: $8.35/week per unit
• Bobtail Plus: $7.42/week per unit (deductible reduced to $250)
• Occupational Accident: $40.45/week per worker
• Physical Damage: $1.07 per $1,000 per week

🔴 Advantages
• Option for contractor to purchase lower-cost insurance coverage facilitated by U.S. Xpress.
• Become a trainer to increase compensation potential
• Pet policy: $500 pet fee, split into easy $50 weekly payments.

🔴Unload Account Videos:
https://vimeo.com/507100528/da4b42c25c     
https://vimeo.com/669499314

🔴Tagging
IC JOB: First Seat Driver
Solo/Team: Solo
Area: Regional
Acct: Dedicated
Region: All
DED/Dom Term: FD Front Royal ORIENTATION SITE: Closest Site (NO DALLAS) Updated 3.10.25"
USX-0067,Owner Operator-Dedicated,Owner Op Dedicated,varies,"Walmart Gordonsville LEASE. NO -CA, NY, IL, NJ, CT, WA, OR, MA, MD, PA.- LP'S DO NOT RECEIVE ORIENTATION PAY. MUST HAVE 6 MONTHS EXPERIENCE IN LAST 3 YEARS.",Walmart Gordonsville,,Solo,Local,Dedicated,All,,,,,,,,38.52715,-77.926536,"Independent Contractors

🔴 Key Requirements
• Must have 6 months of experience in the last 3 years
• NC residents: must carry workers’ compensation insurance. USX can facilitate this insurance coverage on the contractor’s behalf with a private insurer.
• Contractor brings gear to orientation; immediate route assignment provided
• Homeward redirection available if gear is left behind

🔴 Restrictions
• Hiring area excludes: CA, NY, IL, NJ, CT, WA, OR, MA, MD, PA
• Contractors do not receive orientation pay

🔴 Dedicated Account Details:
• Freight: Run a mix of dry and refrigerated no-touch grocery freight. Expect 1–3 routes per day with 1–3 stops per route.
• Mileage: Average 2,000–2,400 miles per week.
• Running Area: from the Walmart DC in Gordonsville, VA to store locations in MD, PA, WV, NC, and VA—all within 600 miles.
• Schedule: 24/7 operation with most runs scheduled overnight and on weekends/holidays that fall within your workweek.

🔴 Truck & Lease Info
• No money down | No credit check | Walkaway lease
• Current fleet mix is:
o 2022–2027 Freightliners
o 2022–2024 Kenworths
o 2026-2027 Kenworths
o 2025–2027 Volvos
o 2022-2023 trucks offer a mix of tractors with or without APUs. All 2024-2027 trucks do not have APUs.
• Lease terms: 2-5 years
• Up to 600,000 miles in maintenance coverage, subject to exclusions.
• ATBS Pre-Fund Call Required for contractors who choose the mileage contract
• Be prepared with current monthly expenses to build a cash-flow plan tailored to your business.
O Truck Pricing Summary: https://tinyurl.com/yyemactj
🔴 Costs
• Bobtail Coverage: $8.35/week per unit
• Bobtail Plus: $7.42/week per unit (deductible reduced to $250)
• Occupational Accident: $40.45/week per worker
• Physical Damage: $1.07 per $1,000 per week

🔴 Pay
• $1.00 per mile
• $20 per stop pay
• Walmart-provided fuel.

🔴 Advantages
• Option for contractor to purchase lower-cost insurance coverage facilitated by U.S. Xpress.
• Become a trainer to increase compensation potential
• Pet policy: $500 pet fee, split into easy $50 weekly payments.

🔴 Tagging
IC JOB: First Seat Driver
Solo/Team: Solo
Area: Local
Acct: Dedicated
Region: All
DED/Dom Term: Walmart Gordonsville"
USX-0068,Owner Operator-Dedicated,Owner Op Dedicated,varies,TARGET NEWTON LEASE PURCHASE-Home weekly. 75 miles from Newton NC. Must have 6 months experience in the last 3 years. LP'S DO NOT RECEIVE ORIENTATION PAY.,TARGET NEWTON LEASE PURCHASE-Home weekly. 75 miles from Newton NC. Must have 6 months experience in the last 3 years. LP'S DO NOT RECEIVE ORIENTATION PAY.,,Solo,regional,Dedicated,All,,,,,,,,35.866809,-80.985499,"• Must live within 75 miles of Newton, NC
• Not home daily
• Dry, no-touch freight – 90% drop & hook, 10% live unload
• States delivered to: NC, VA, MD, TN
• Weekend and holidays are regular workdays (except Christmas)
• 50% night driving required
• Average weekly gross pay is $2600 before expenses with top earners averaging $3100 per week before expenses

🔴 Truck & Lease Info
• No money down | No credit check | Walkaway lease
• Current fleet mix is:
o 2022–2027 Freightliners
o 2022–2024 Kenworths
o 2026-2027 Kenworths
o 2025–2027 Volvos
o 2022-2023 trucks offer a mix of tractors with or without APUs. All 2024-2027 trucks do not have APUs.
• Lease terms: 2-5 years
• Up to 600,000 miles in maintenance coverage, subject to exclusions.
• ATBS Pre-Fund Call Required for contractors who choose the mileage contract
• Be prepared with current monthly expenses to build a cash-flow plan tailored to your business.
O Truck Pricing Summary: https://tinyurl.com/yyemactj

🔴 Costs
• Bobtail Coverage: $8.35/week per unit
• Bobtail Plus: $7.42/week per unit (deductible reduced to $250)
• Occupational Accident: $40.45/week per worker
• Physical Damage: $1.07 per $1,000 per week

🔴 Advantages
• Option for contractor to purchase lower-cost insurance coverage facilitated by U.S. Xpress.
• Become a trainer to increase compensation potential
• Pet policy: $500 pet fee, split into easy $50 weekly payments.

PAY IS $1.05 per mile + fuel surcharge


• Tagging:
IC JOB: First seat driver
Solo/Team: Solo
Area: regional
Acct: Dedicated
Region: All"
USX-0069,Owner Operator-Dedicated,Owner Op Dedicated,varies,"FD Marianna, FL",FD Marianna,,Solo,Regional,Dedicated,All,,,,2800,3300,,,30.918014,-85.47417,"🔴 Key Requirements
• Must have 6 months of experience in the last 3 years
• NC residents: must carry workers’ compensation insurance. USX can facilitate this insurance coverage on the owner operator’s behalf with a private insurer.
🔴 Restrictions
• Hiring area excludes: CA, NY, IL, NJ, CT, WA, OR, MA, MD, PA
• Owner Operators do not receive orientation pay

🔴 Dedicated Account Details:
• Training: 1 week ride along with current driver at $150/day
• Home Time: Owner Operators will get a full 34 hour reset based on the needs of the customer, delivery days, and market.
• Freight: Each load is multi stop and can have as many as 1-6 stops per day.100% touch freight box by box with rollers
• Mileage: Each contractor can average 1600 miles per week and expect to pull at least 3 loads per week.
• Running Area: Contractors primarily operate within FL, GA, AL, MS, and LA

🔴 Truck & Lease Info
• No money down | No credit check | Walkaway lease
• Current fleet mix is:
o 2022–2027 Freightliners
o 2022–2024 Kenworths
o 2026-2027 Kenworths
o 2025–2027 Volvos
o 2022-2023 trucks offer a mix of tractors with or without APUs. All 2024-2027 trucks do not have APUs.
• Lease terms: 2-5 years
• Up to 600,000 miles in maintenance coverage, subject to exclusions.
• O Truck Pricing Summary: https://tinyurl.com/yyemactj

🔴 Costs
• Bobtail Coverage: $8.35/week per unit
• Bobtail Plus: $7.42/week per unit (deductible reduced to $250)
• Occupational Accident: $40.45/week per worker
• Physical Damage: $1.07 per $1,000 per week

🔴 Pay
• $1.04 per mile + fuel surcharge (FSC)
• $150 per day ride-along (training
• $215 unload
• $45 backhaul

• Average Weekly: $2800-$3300 gross before expenses | Annually $147k
🔴 Advantages
• Option for contractor to purchase lower-cost insurance coverage facilitated by U.S. Xpress.
• Become a trainer to increase compensation potential
• Pet policy: $500 pet fee, split into easy $50 weekly payments.                                                            
🔴Tagging
IC JOB: First Seat Driver
Solo/Team: Solo
Area: Regional
Acct: Dedicated
Region: All
DED/Dom Term: FD Marianna
ORIENTATION SITE:
Closest Site"
USX-0070,Owner Operator-Dedicated,Owner Op Dedicated,varies,Dollar Tree Savannah,Dollar Tree Savannah,,Solo,Regional,Dedicated,All,,,,2500,2800,,,32.377049,-82.844675,"🔴 Key Requirements
• Must have 6 months of experience in the last 3 years
• NC residents: must carry workers’ compensation insurance. USX can facilitate this insurance coverage on the owner operator’s behalf with a private insurer.
🔴 Restrictions
• Hiring area excludes: CA, NY, IL, NJ, CT, WA, OR, MA, MD, PA
• Owner Operators do not receive orientation pay

🔴 Dedicated Account Details:
• Training: 1 week ride along with current driver at $150/day
• Home Time: Owner Operators will get a full 34 hour reset based on the needs of the customer, delivery days, and market.
• Freight: 100% touch freight box by box with rollers, live unload at Dollar Tree stores, with occasional Family Dollar store deliveries.
• Mileage: Each owner operator can average 1100-1300 miles per week and expect to pull at least 3 loads per week.
• Running Area: Contractors primarily operate within FL, GA, SC, AL

🔴 Truck & Lease Info
• No money down | No credit check | Walkaway lease
• Current fleet mix is:
o 2022–2027 Freightliners
o 2022–2024 Kenworths
o 2026-2027 Kenworths
o 2025–2027 Volvos
o 2022-2023 trucks offer a mix of tractors with or without APUs. All 2024-2027 trucks do not have APUs.
• Lease terms: 2-5 years
• Up to 600,000 miles in maintenance coverage, subject to exclusions.
• O Truck Pricing Summary: https://tinyurl.com/yyemactj

🔴 Costs
• Bobtail Coverage: $8.35/week per unit
• Bobtail Plus: $7.42/week per unit (deductible reduced to $250)
• Occupational Accident: $40.45/week per worker
• Physical Damage: $1.07 per $1,000 per week

🔴 Pay
• $1.60 per mile + fuel surcharge (FSC)
• $150 per day ride-along (training)
• $300 unload
• $75 backhaul

• Average Weekly: $2500-$2800 gross before expenses | Annually $132k
🔴 Advantages
• Option for contractor to purchase lower-cost insurance coverage facilitated by U.S. Xpress.
• Become a trainer to increase compensation potential
• Pet policy: $500 pet fee, split into easy $50 weekly payments.                                                            
🔴Tagging
IC JOB: First Seat Driver
Solo/Team: Solo
Area: Regional
Acct: Dedicated
Region: All
DED/Dom Term: Dollar Tree Savannah
ORIENTATION SITE:
Closest Site"
USX-0071,Owner Operator-Dedicated,Owner Op Dedicated,varies,DT Joliet,DT Joliet,,Solo,Regional,Dedicated,All,,,,2400,3000,,,42.035232,-86.091081,"Owner Operator

🔴 Key Requirements
• Must have 6 months of experience in the last 3 years
• NC residents: must carry workers’ compensation insurance. USX can facilitate this insurance coverage on the contractor’s behalf with a private insurer.
• Owner Operator brings gear to orientation; immediate route assignment provided
• Homeward redirection available if gear is left behind

🔴 Restrictions
• Contracting area excludes: CA, NY, IL, NJ, CT, WA, OR, MA, MD, PA
• Contractors do not receive orientation pay

🔴 Dedicated Account Details:
• Training: 2 day ride along time with current driver at $150 per day
• Home Time: 34-hour reset provided based on customer demand, delivery schedule, and market conditions
• Freight: Loads are multi-stop, with up to 6 stops per trailer. Loads average 3,500 pieces and are 100% driver-touch freight (unload required)
• Mileage: Owner Operators may average approximately 1,100 miles per week
• Owner Operatorsmay haul approximately 3 or more loads per week
• Running Area: Account operates in IL, WI, IN, MI, IA, and KY

🔴 Truck & Lease Info
• No money down | No credit check | Walkaway lease
• Current fleet mix is:
o 2022–2027 Freightliners
o 2022–2024 Kenworths
o 2026-2027 Kenworths
o 2025–2027 Volvos
o 2022-2023 trucks offer a mix of tractors with or without APUs. All 2024-2027 trucks do not have APUs.
• Lease terms: 2-5 years
• Up to 600,000 miles in maintenance coverage, subject to exclusions.
• ATBS Pre-Fund Call Required for contractors who choose the mileage contract
• Be prepared with current monthly expenses to build a cash-flow plan tailored to your business.
O Truck Pricing Summary: https://tinyurl.com/yyemactj
🔴 Costs
• Bobtail Coverage: $8.35/week per unit
• Bobtail Plus: $7.42/week per unit (deductible reduced to $250)
• Occupational Accident: $40.45/week per worker
• Physical Damage: $1.07 per $1,000 per week

🔴 Pay Structure
• Average weekly | annually: $2,400 - $3,000 weekly | $122,500 annually before expenses
• Actual earnings vary based on miles run, freight availability, operating costs, market conditions, and individual performance
• $1.73 per dispatched mile plus fuel surcharge
• Unload pay: $295 per full trailer unload
• backhaul pay: $140 per load

🔴 Advantages
• Option for contractor to purchase lower-cost insurance coverage facilitated by U.S. Xpress.
• Become a trainer to increase compensation potential
• Pet policy: $500 pet fee, split into easy $50 weekly payments.

🔴 Tagging
IC JOB: First Seat Driver
Solo/Team: Solo
Area: Regional
Acct: Dedicated
Region: All
DED/Dom Term: DT Joliet"
USX-0072,Owner Operator-Dedicated,Owner Op Dedicated,varies,FD Ashley IN,FD Ashley,,Solo,Regional,Dedicated,All,,,,2800,3300,,,41.418387,-84.446742,"Owner Operator

🔴 Key Requirements
• Must have 6 months of experience in the last 3 years
• NC residents: must carry workers’ compensation insurance. USX can facilitate this insurance coverage on the contractor’s behalf with a private insurer.
• Owner Operator brings gear to orientation; immediate route assignment provided
• Homeward redirection available if gear is left behind

🔴 Restrictions
• Contracting area excludes: CA, NY, IL, NJ, CT, WA, OR, MA, MD, PA
• Owner Operators do not receive orientation pay

🔴 Dedicated Account Details:
• Training: 1 week with current driver at $150 per day
• Home Time: 34-hour reset provided based on customer demand, delivery schedule, and market conditions
• Freight: Loads are multi-stop, with 3–4 stops per trailer. Loads average 2,800 pieces and are 100% driver-touch freight (unload required)
• Mileage: 1250 miles per week. 3+ loads per week
• Operating Area: Account operates in IN, MI, IL, OH, and WI

🔴 Truck & Lease Info
• No money down | No credit check | Walkaway lease
• Current fleet mix is:
o 2022–2027 Freightliners
o 2022–2024 Kenworths
o 2026-2027 Kenworths
o 2025–2027 Volvos
o 2022-2023 trucks offer a mix of tractors with or without APUs. All 2024-2027 trucks do not have APUs.
• Lease terms: 2-5 years
• Up to 600,000 miles in maintenance coverage, subject to exclusions.
• ATBS Pre-Fund Call Required for contractors who choose the mileage contract
• Be prepared with current monthly expenses to build a cash-flow plan tailored to your business.
O Truck Pricing Summary: https://tinyurl.com/yyemactj
🔴 Costs
• Bobtail Coverage: $8.35/week per unit
• Bobtail Plus: $7.42/week per unit (deductible reduced to $250)
• Occupational Accident: $40.45/week per worker
• Physical Damage: $1.07 per $1,000 per week

🔴 Pay Structure
• Average weekly $2,800 - $3,300 gross | $147,000 annually before expenses
• Actual earnings vary based on miles run, freight availability, operating expenses, market conditions, and individual performance.
• 1.48 per dispatched mile plus fuel surcharge
• Unload pay: $275 per full trailer unload
• Backhaul pay: $40 per load

🔴 Advantages
• Option for owner operator to purchase lower-cost insurance coverage facilitated by U.S. Xpress.
• Become a trainer to increase compensation potential
• Pet policy: $500 pet fee, split into easy $50 weekly payments.

🔴 Tagging
IC JOB: First Seat Driver
Solo/Team: Solo
Area: Regional
Acct: Dedicated
Region: All
DED/Dom Term: FD Ashley"
USX-0073,Owner Operator-Dedicated,Owner Op Dedicated,varies,Kroger Shelbyville IN,"Kroger Shelbyville, IN",,Solo,Local,Dedicated,All,,US Xpress 01,,,,,,39.607876,-85.86819,"• Must have 6 months of experience in the last 3 years
• NC residents: must carry workers’ compensation insurance. USX can facilitate this insurance coverage on the contractor’s behalf with a private insurer.

🔴 Restrictions
• Contracting area excludes: CA, NY, IL, NJ, CT, WA, OR, MA, MD
• Owner Operators do not receive orientation pay

🔴 Truck & Lease Info
• No money down | No credit check | Walkaway lease
• Current fleet mix is:
o 2022–2027 Freightliners
o 2022–2024 Kenworths
o 2026-2027 Kenworths
o 2025–2027 Volvos
o 2022-2023 trucks offer a mix of tractors with or without APUs. All 2024-2027 trucks do not have APUs.
• Lease terms: 2-5 years
• Up to 600,000 miles in maintenance coverage, subject to exclusions.
O Truck Pricing Summary: https://tinyurl.com/yyemactj

🔴Insurance Costs if Owner Operator purchases facilitated private insurer coverage (O/O can choose to have own coverage as long as it meets the minimum requirements in contract)
Non-Trucking Liability: $8.35/week per unit
• Bobtail Plus: $7.42/week per unit (deductible reduced to $250)
• Occupational Accident: $40.45/week per worker
• Physical Damage: $1.07 per $1,000 per week

🔴 Job Details:
• Operations may include nights, weekends, and holidays based on customer demand.
• Freight requires unloading using a motorized pallet jack.
• Service area includes routes in IL, OH, and IN.
• Estimated mileage opportunity for 2000-2500+ miles per week. 0100-0400 start times opportunity for greatest LOH
• Scheduling, home time, and days off are subject to customer needs and are not guaranteed.
• Additional workday assignments may be requested during peak or holiday periods.
• Start times and routes are typically assigned based on customer’s operational requirements.
• Must be flexible with work schedule and available to work weekends and holidays.


🔴 Advantages
• Option for contractor to purchase lower-cost insurance coverage facilitated by U.S. Xpress.
• Become a trainer to increase compensation potential
• Pet policy: $500 pet fee, split into easy $50 weekly payments.
• Must fuel on site at Kroger. Customer provided fuel

Pay Structure:
$1.29 per mile
$25 per stop

IC Job: First Seat Driver
Solo/Team: Solo
Area: Local
Acct: Dedicated
Region: All
DED/Dom Term: Kroger Shelbyville, IN
SIGN ON BONUS: Y/N
Company: US Xpress 01
Updated 4.14.26"
USX-0074,Owner Operator-Dedicated,Owner Op Dedicated,varies,FD Morehead,Family Dollar Morehead,,Solo,Regional,Dedicated,All,,,,,,,,36.505556,-83.806915,"• Must have 6 months of experience in the last 3 years
• NC residents: must carry workers’ compensation insurance. USX can facilitate this insurance coverage on the contractor’s behalf with a private insurer.

🔴 Restrictions
• Contracting area excludes: CA, NY, IL, NJ, CT, WA, OR, MA, MD
• Owner Operators do not receive orientation pay

🔴 Dedicated Account Details:
• Running area: AL, GA, IN, IL, KY, NC, OH, SC, TN, VA, WV
• Home Time: Owner Operators will get a full 34 hour reset based on the needs of the customer, delivery days, and market.
• Average $2,150 per week gross before expenses, $103,000 annually
• Mileage: Each owner operator can average 1175 miles per week and expect to pull at least 3 loads per week.
🔴 Pay
$1.06 per mile + fuel surcharge
$275 unload pay
$40 backhaul


🔴 Truck & Lease Info
• No money down | No credit check | Walkaway lease
• Current fleet mix is:
o 2022–2027 Freightliners
o 2022–2024 Kenworths
o 2026-2027 Kenworths
o 2025–2027 Volvos
o 2022-2023 trucks offer a mix of tractors with or without APUs. All 2024-2027 trucks do not have APUs.
• Lease terms: 2-5 years
• Up to 600,000 miles in maintenance coverage, subject to exclusions.
O Truck Pricing Summary: https://tinyurl.com/yyemactj


🔴Insurance Costs if Owner Operator purchases facilitated private insurer coverage (O/O can choose to have own coverage as long as it meets the minimum requirements in contract)
Non-Trucking Liability: $8.35/week per unit
• Bobtail Plus: $7.42/week per unit (deductible reduced to $250)
• Occupational Accident: $40.45/week per worker
• Physical Damage: $1.07 per $1,000 per week

🔴 Advantages
• Fuel, tire and maintenance discounts.
• Option for Owner Operator to purchase lower-cost private insurance coverage facilitated by U.S. Xpress.
• Become a trainer to increase compensation potential.
• Pet policy: $500 pet fee, split into easy $50 weekly payments.
• Family-oriented atmosphere with an experienced staff.


🔴Tagging
IC JOB: First Seat Driver
Solo/Team: Solo
Area: Regional
Acct: Dedicated
Region: All
DED/Dom Term: Family Dollar Morehead
ORIENTATION SITE:
Closest Site"
USX-0075,Owner Operator-Dedicated,Owner Op Dedicated,varies,Whirlpool Bridgeton,Whirlpool Bridgeton,,solo,Regional,Dedicated,All,Closest Site,US Xpress 01,,,,,,38.671289,-91.045586,"Whirlpool Bridgeton
• Must have 6 months of experience in the last 3 years
• NC residents: must carry workers’ compensation insurance. USX can facilitate this insurance coverage on the contractor’s behalf with a private insurer.

🔴 Restrictions
• Contracting area excludes: CA, NY, IL, NJ, CT, WA, OR, MA, MD
• Owner Operators do not receive orientation pay

🔴 Truck & Lease Info
• No money down | No credit check | Walkaway lease
• Current fleet mix is:
o 2022–2027 Freightliners
o 2022–2024 Kenworths
o 2026-2027 Kenworths
o 2025–2027 Volvos
o 2022-2023 trucks offer a mix of tractors with or without APUs. All 2024-2027 trucks do not have APUs.
• Lease terms: 2-5 years
• Up to 600,000 miles in maintenance coverage, subject to exclusions.
O Truck Pricing Summary: https://tinyurl.com/yyemactj

🔴Insurance Costs if Owner Operator purchases facilitated private insurer coverage (O/O can choose to have own coverage as long as it meets the minimum requirements in contract)
Non-Trucking Liability: $8.35/week per unit
• Bobtail Plus: $7.42/week per unit (deductible reduced to $250)
• Occupational Accident: $40.45/week per worker
• Physical Damage: $1.07 per $1,000 per week

🔴 Advantages
• Option for contractor to purchase lower-cost insurance coverage facilitated by U.S. Xpress.
• Become a trainer to increase compensation potential
• Pet policy: $500 pet fee, split into easy $50 weekly payments.

🔴 Account Details:
• Estimated average of 4.5 loads per week, 1750-2000 miles per week.
• Owner operators haul finished appliances from Bridgeton, MO to distribution centers in TN, OK, MO, KS, AR, MS, and NE. Additionally, owner operators will be requested to pull production loads from the TN market into Whirlpools Manufacturing Plant in Tulsa, OK, creating loops back to Bridgeton, MO.
• Freight is time-sensitive; on-time performance is required. Loads frequently pick up between 8:00 PM and 3:00 AM, with overnight driving expected to meet delivery schedules.
• Freight operates 7 days per week, with higher volume typically Sunday–Thursday. Holiday operations may be required based on customer needs.
• Home Time: Owner Operators will get a full 34 hour reset based on the needs of the customer, delivery days, and market.

🔴 Pay
$1.12 per mile

Tagging
IC Job: First Seat Driver (FSD)
Solo/Team: solo
Area: Regional
Acct: Dedicated
Region: All
DED/Dom Term: Whirlpool Bridgeton
SIGN ON BONUS: N
LEASE EQUIPMENT TYPE:
Company: US Xpress 01
ORIENTATION SITE: Closest Site"
USX-0076,Owner Operator-Dedicated,Owner Op Dedicated,varies,Family Dollar Maquoketa,FD Maquoketa,,Solo,Regional,Dedicated,All,Closest Terminal,,,,,,,40.792256,-91.902829,"🔴 Key Requirements
• Patience & strong customer service skills are essential for this role
• Physical ability for live unloads.
•Must have 6 months of experience in the last 3 years
• NC residents: must carry workers’ compensation insurance. USX can facilitate this insurance coverage on the contractor’s behalf with a private insurer.
• Owner Operator brings gear to orientation; immediate route assignment provided
• Homeward redirection available if gear is left behind

🔴 Restrictions
• Owner Operators do not receive orientation pay
• Contracting area excludes-CA, NY, IL, NJ, CT, WA, OR, MA, MD

🔴 Dedicated Account Details
• Training: 1 week ride along with current driver at $150 per day – deferral offered
• Home Time: 34-hour reset provided based on customer demand, delivery schedule, and market conditions
• Freight: 100% touch freight, live unload at FD stores. Each load is multi stop and can have as many as 5 stops per trailer. Backhauls requested if assigned to load.
• Running Area: IA, OK, MO, WI, AR, IL, KS, MN, NE, SD, ND, CO
• Mileage: average 1800 miles weekly

🔴 Pay Structure
• Average weekly | annually: $3,200 weekly | $167,000 annually before expenses
• Additional Pay: $255 unload pay. $45 backhaul.
• Actual earnings vary based on miles run, freight availability, operating expenses, market conditions, and individual performance.

$1.58 per mile + fuel surcharge. $75 minumum
$255 unload pay
$45 backhaul
 
🔴 Truck & Lease Info
• No money down | No credit check | Walkaway lease

• Current fleet mix is:
o 2022–2027 Freightliners
o 2022–2024 Kenworths
o 2026-2027 Kenworths
o 2025–2027 Volvos
o 2022-2023 trucks offer a mix of tractors with or without APUs. All 2024-2027 trucks do not have APUs.
• Lease terms: 2-5 years
• Up to 600,000 miles in maintenance coverage, subject to exclusions.
• ATBS Pre-Fund Call Required for contractors who choose the mileage contract
• Be prepared with current monthly expenses to build a cash-flow plan tailored to your business.

O Truck Pricing Summary: https://tinyurl.com/yyemactj

🔴Insurance Costs if Owner Operator purchases facilitated private insurer coverage (O/O can choose to have own coverage as long as it meets the minimum requirements in contract)
Non-Trucking Liability: $8.35/week per unit
• Bobtail Plus: $7.42/week per unit (deductible reduced to $250)
• Occupational Accident: $40.45/week per worker
• Physical Damage: $1.07 per $1,000 per week

🔴 Advantages
• Fuel, tire and maintenance discounts.
• Option for Owner Operator to purchase lower-cost private insurance coverage facilitated by U.S. Xpress.
• Become a trainer to increase compensation potential.
• Pet policy: $500 pet fee, split into easy $50 weekly payments.

🔴Unload Account Videos:
https://vimeo.com/507100528/da4b42c25c     
https://vimeo.com/669499314

🔴Tagging
IC JOB: First Seat Driver
Solo/Team: Solo
Area: Regional
Acct: Dedicated
Region: All
DED/Dom Term: FD Maquoketa
Orientation Site: Closest Terminal"
USX-0077,Owner Operator-Dedicated,Owner Op Dedicated,varies,Walmart Henderson,Walmart Henderson,,Solo,Local,Dedicated,All,,,,,,,,36.365297,-78.267993,"• Must have 6 months of experience in the last 3 years
• NC residents: must carry workers’ compensation insurance. USX can facilitate this insurance coverage on the contractor’s behalf with a private insurer.

🔴 Restrictions
• Contracting area excludes: CA, NY, IL, NJ, CT, WA, OR, MA, MD
• Owner Operators do not receive orientation pay

🔴 Truck & Lease Info
• No money down | No credit check | Walkaway lease
• Current fleet mix is:
o 2022–2027 Freightliners
o 2022–2024 Kenworths
o 2026-2027 Kenworths
o 2025–2027 Volvos
o 2022-2023 trucks offer a mix of tractors with or without APUs. All 2024-2027 trucks do not have APUs.
• Lease terms: 2-5 years
• Up to 600,000 miles in maintenance coverage, subject to exclusions.
O Truck Pricing Summary: https://tinyurl.com/yyemactj

🔴Insurance Costs if Owner Operator purchases facilitated private insurer coverage (O/O can choose to have own coverage as long as it meets the minimum requirements in contract)
Non-Trucking Liability: $8.35/week per unit
• Bobtail Plus: $7.42/week per unit (deductible reduced to $250)
• Occupational Accident: $40.45/week per worker
• Physical Damage: $1.07 per $1,000 per week

🔴 Job Details:
• Operations may include nights, weekends, and holidays based on customer demand.
• Freight: 100% No-Touch Refrigerated Freight delivering to Walmart & Sam’s Club stores.
• Service area includes routes in SC, NC, TN, and VA
• Estimated mileage is 1250 miles per week; actual miles may vary.
• Scheduling, home time, and days off are subject to customer needs and are not guaranteed.
• Schedule: Heavy freight days: Expect higher volumes on Wednesday, Thursday, Friday, and Saturday. Current schedule is a rotating schedule of 6 days worked/34-hour restart, then 5 days worked/2 days off.
• Additional workday assignments may be requested during peak or holiday periods.
• Start times and routes are typically assigned based on customer’s operational requirements.
• Must be flexible with work schedule and available to work weekends and holidays.


🔴 Advantages
• Fuel, tire and maintenance discounts.
• Option for Owner Operator to purchase lower-cost private insurance coverage facilitated by U.S. Xpress.
• Become a trainer to increase compensation potential.
• Pet policy: $500 pet fee, split into easy $50 weekly payments.
• Family-oriented atmosphere with an experienced staff.

🔴 Pay
Mileage: $1.00/mile
Stop/pickup: amount collected from customer not to exceed $22.50/stop
Loads/unloading $100.00 for full load/unload & $50.00 for driver assist
Detention: $85% of collected amount

🔴 Tagging
IC JOB: First Seat Driver
Solo/Team: Solo
Area: Local
Acct: Dedicated
Region: All
DED/Dom Term: Walmart Henderson"
